student_id,attendance,study_hours,assignment_completion,internal_marks,previous_gpa,participation_score,sleep_hours,internet_access,family_support,extra_curricular,risk_category,pass_status
STU-0688,67,7.2,59,77,4.13,47,8.0,1,0,1,Low Risk,1
STU-0689,89,1.4,82,57,7.66,22,8.1,1,1,0,Low Risk,1
STU-0690,83,10.0,84,44,5.37,31,6.4,1,1,1,Low Risk,1
STU-0691,67,0.5,74,44,6.27,69,4.6,1,1,0,Medium Risk,0
STU-0692,98,3.5,67,57,8.01,30,6.7,0,0,0,Low Risk,1
STU-0693,53,2.0,80,77,8.04,87,7.9,1,0,1,Medium Risk,0
STU-0694,87,1.5,6,83,9.67,58,9.7,1,1,0,Medium Risk,0
STU-0695,86,3.0,87,55,6.84,62,5.2,0,1,0,Low Risk,1
STU-0696,68,3.7,73,41,7.61,53,6.4,1,1,0,Low Risk,1
STU-0697,81,0.5,64,70,6.12,79,6.4,0,0,0,Low Risk,1
STU-0698,49,0.5,100,48,7.36,79,9.0,0,1,1,Medium Risk,0
STU-0699,93,3.7,53,54,7.88,68,6.9,1,1,1,Low Risk,1
STU-0700,71,3.3,59,91,6.8,74,5.6,1,0,1,Low Risk,1
STU-0701,64,10.1,100,81,3.39,54,7.8,1,1,0,Low Risk,1
STU-0702,95,4.3,49,68,7.66,73,6.4,1,1,1,Low Risk,1
STU-0703,60,9.0,56,39,7.73,51,5.2,1,0,1,Low Risk,1
STU-0704,46,3.6,66,69,5.64,60,5.7,1,0,1,Low Risk,1
STU-0705,43,1.1,91,86,4.43,53,9.6,1,1,1,Medium Risk,0
STU-0706,87,0.5,75,57,9.95,48,7.6,0,1,1,Low Risk,1
STU-0707,49,4.6,37,92,7.98,42,7.2,1,1,1,Medium Risk,0
STU-0708,100,3.1,56,90,6.54,71,6.6,1,1,0,Low Risk,1
STU-0709,33,0.5,54,98,4.73,92,7.4,1,0,0,Medium Risk,0
STU-0710,100,1.3,68,71,5.36,89,7.4,0,1,1,Low Risk,1
STU-0711,79,9.4,80,76,9.61,28,7.4,0,1,1,Low Risk,1
STU-0712,73,2.1,80,93,7.28,92,7.2,1,0,0,Low Risk,1
STU-0713,64,1.7,25,73,5.9,52,8.3,1,1,0,Medium Risk,0
STU-0714,82,1.8,96,54,8.02,75,7.0,1,0,1,Low Risk,1
STU-0715,74,0.7,76,56,5.37,37,5.5,1,0,1,Low Risk,1
STU-0716,97,1.4,100,69,10.0,63,6.1,1,0,0,Low Risk,1
STU-0717,77,1.4,81,39,9.71,67,4.0,1,0,0,Medium Risk,0
STU-0718,78,0.5,97,62,6.07,22,10.0,1,1,1,Low Risk,1
STU-0719,67,4.4,81,86,5.74,75,8.3,1,1,1,Low Risk,1
STU-0720,73,1.6,100,21,1.76,93,5.8,1,1,0,Medium Risk,0
STU-0721,81,5.2,83,95,4.04,55,6.6,1,1,1,Low Risk,1
STU-0722,40,5.7,67,87,4.32,94,6.0,1,1,1,Low Risk,1
STU-0723,48,0.7,100,55,7.27,55,9.3,1,1,1,Low Risk,1
STU-0724,89,3.2,92,75,6.35,81,4.9,1,1,1,Low Risk,1
STU-0725,78,1.9,84,65,4.31,4,7.2,1,1,1,Medium Risk,0
STU-0726,71,6.4,38,89,6.44,100,6.8,1,1,0,Low Risk,1
STU-0727,75,0.7,37,84,8.01,97,8.2,1,1,0,Medium Risk,0
STU-0728,81,3.4,77,36,8.06,52,6.8,1,0,0,Low Risk,1
STU-0729,64,2.8,73,76,3.2,10,4.4,1,1,0,Medium Risk,0
STU-0730,59,1.0,54,60,6.74,67,6.6,1,1,0,Medium Risk,0
STU-0731,78,0.5,73,66,4.23,23,5.5,0,1,0,Medium Risk,0
STU-0732,55,3.2,100,50,8.8,71,7.1,1,0,1,Low Risk,1
STU-0733,83,4.0,87,99,8.57,70,9.2,1,1,1,Low Risk,1
STU-0734,40,1.1,41,85,5.2,36,4.4,1,1,1,Medium Risk,0
STU-0735,95,3.1,67,50,5.47,88,5.8,1,0,1,Low Risk,1
STU-0736,84,1.5,49,38,6.08,80,6.2,1,1,0,Medium Risk,0
STU-0737,80,3.7,60,57,2.49,84,6.4,1,0,0,Low Risk,1
STU-0738,94,0.7,59,73,7.67,60,8.1,0,1,0,Low Risk,1
STU-0739,100,6.6,58,69,6.45,24,6.7,1,1,1,Low Risk,1
STU-0740,95,1.0,38,90,8.94,84,7.6,1,1,0,Medium Risk,0
STU-0741,38,1.4,66,80,4.8,53,6.1,1,1,1,Medium Risk,0
STU-0742,49,0.5,55,84,5.76,25,7.3,1,1,1,Medium Risk,0
STU-0743,62,0.5,0,71,3.99,93,8.2,1,0,0,Medium Risk,0
STU-0744,75,2.2,100,37,4.99,100,5.9,1,0,0,Medium Risk,0
STU-0745,85,0.9,97,61,4.64,58,8.2,1,0,1,Low Risk,1
STU-0746,60,5.4,60,86,8.99,100,7.1,1,0,1,Low Risk,1
STU-0747,78,0.5,70,63,5.6,62,8.6,1,1,1,Low Risk,1
STU-0748,59,1.4,40,75,7.25,50,6.7,1,1,0,Medium Risk,0
STU-0749,62,1.2,100,58,6.24,44,7.6,1,0,1,Low Risk,1
STU-0750,46,0.5,100,44,4.46,100,6.9,0,0,0,High Risk,0
STU-0751,56,0.5,73,62,6.66,40,6.9,0,1,1,Medium Risk,0
STU-0752,47,1.6,95,71,8.2,78,7.4,1,1,1,Low Risk,1
STU-0753,55,2.0,74,51,4.58,46,7.8,1,1,1,Medium Risk,0
STU-0754,96,1.6,36,60,8.62,48,5.1,1,1,0,Medium Risk,0
STU-0755,56,2.3,59,46,5.3,85,9.2,1,1,1,Medium Risk,0
STU-0756,100,2.7,73,87,6.03,50,4.2,1,0,0,Low Risk,1
STU-0757,84,0.5,58,59,8.06,49,6.0,1,1,0,Low Risk,1
STU-0758,78,1.9,64,94,5.67,88,6.9,1,0,0,Low Risk,1
STU-0759,57,9.9,67,95,7.08,99,7.6,1,0,1,Low Risk,1
STU-0760,89,2.2,67,63,6.37,76,9.4,1,0,1,Low Risk,1
STU-0761,63,3.4,71,44,7.26,43,4.2,1,1,0,Low Risk,1
STU-0762,77,1.1,43,23,2.24,47,6.2,1,1,1,Medium Risk,0
STU-0763,100,4.5,52,35,3.34,61,3.8,1,0,0,Medium Risk,0
STU-0764,73,4.4,37,37,8.23,68,7.0,1,1,0,Medium Risk,0
STU-0765,97,2.2,94,92,9.07,35,7.4,1,1,0,Low Risk,1
STU-0766,60,11.2,17,67,5.18,78,9.4,1,1,1,Low Risk,1
STU-0767,74,0.5,98,72,6.51,62,7.2,1,0,1,Low Risk,1
STU-0768,100,0.5,100,20,7.59,17,8.6,1,1,1,Medium Risk,0
STU-0769,62,4.4,62,41,8.39,36,7.9,1,1,1,Low Risk,1
STU-0770,100,4.9,4,82,2.94,47,6.3,0,0,0,Medium Risk,0
STU-0771,89,0.5,60,70,5.23,58,4.9,1,0,1,Low Risk,1
STU-0772,63,0.9,68,62,6.33,100,7.4,1,0,0,Low Risk,1
STU-0773,87,0.5,44,76,8.41,65,4.8,1,0,1,Medium Risk,0
STU-0774,94,1.0,57,97,10.0,38,8.9,0,1,1,Low Risk,1
STU-0775,87,4.5,100,60,6.54,65,6.8,1,1,1,Low Risk,1
STU-0776,43,2.2,86,66,4.19,51,8.8,1,1,1,Medium Risk,0
STU-0777,60,1.3,46,68,7.8,68,6.3,1,0,1,Medium Risk,0
STU-0778,70,1.4,30,100,9.64,74,7.4,0,1,0,Medium Risk,0
STU-0779,73,0.5,61,23,7.22,90,7.3,1,1,1,Low Risk,1
STU-0780,87,1.1,64,78,5.19,59,6.9,1,1,0,Low Risk,1
STU-0781,78,3.1,82,62,8.92,100,6.4,1,1,0,Low Risk,1
STU-0782,48,11.0,56,76,8.33,82,7.6,1,0,1,Low Risk,1
STU-0783,82,5.6,82,51,4.95,42,5.6,1,1,1,Low Risk,1
STU-0784,87,0.5,100,64,7.76,100,5.2,0,1,0,Low Risk,1
STU-0785,86,6.9,90,79,8.99,68,8.9,1,1,1,Low Risk,1
STU-0786,96,4.6,68,100,9.36,39,8.1,1,1,1,Low Risk,1
STU-0787,91,4.5,65,81,6.87,100,7.1,1,0,1,Low Risk,1
STU-0788,84,1.8,61,48,6.28,100,9.5,1,0,1,Medium Risk,0
STU-0789,73,1.5,99,56,9.45,59,6.6,1,1,1,Low Risk,1
STU-0790,41,1.1,54,55,4.58,47,9.0,1,1,0,Medium Risk,0
STU-0791,83,0.5,71,29,7.88,55,7.3,1,1,1,Low Risk,1
STU-0792,79,0.8,71,58,4.26,77,5.5,0,0,1,Medium Risk,0
STU-0793,80,0.8,57,79,9.13,91,9.8,1,1,1,Low Risk,1
STU-0794,49,2.0,35,39,6.48,74,8.5,1,1,1,Medium Risk,0
STU-0795,53,4.1,78,85,9.54,62,6.8,1,1,0,Low Risk,1
STU-0796,96,1.9,68,74,7.98,97,8.1,1,0,0,Low Risk,1
STU-0797,74,0.5,82,50,4.55,52,6.4,1,0,0,Medium Risk,0
STU-0798,88,9.5,56,62,9.85,85,8.2,0,1,0,Low Risk,1
STU-0799,75,8.6,100,96,10.0,52,3.4,1,1,0,Low Risk,1
STU-0800,75,4.6,48,79,8.76,70,5.5,1,1,0,Low Risk,1
STU-0801,93,12.0,100,65,5.48,57,8.5,1,1,1,Low Risk,1
STU-0802,64,2.4,26,60,6.39,58,6.6,1,1,1,Low Risk,1
STU-0803,76,9.9,80,66,7.29,50,7.3,1,0,1,Low Risk,1
STU-0804,65,0.5,81,54,5.59,93,5.0,1,0,1,Low Risk,1
STU-0805,66,1.4,50,22,10.0,41,9.8,1,0,0,Medium Risk,0
STU-0806,68,0.8,80,100,7.29,41,8.8,1,1,0,Low Risk,1
STU-0807,79,0.7,100,68,1.59,100,6.7,1,1,1,Low Risk,1
STU-0808,65,0.5,14,72,7.68,84,6.4,1,1,1,Low Risk,1
STU-0809,100,2.9,82,63,6.3,0,8.5,1,0,1,Low Risk,1
STU-0810,57,4.6,7,50,6.85,45,10.0,1,1,0,Medium Risk,0
STU-0811,71,2.6,45,61,6.26,14,8.4,1,1,0,Medium Risk,0
STU-0812,66,0.5,100,33,8.61,36,10.3,1,1,1,Medium Risk,0
STU-0813,100,5.0,55,100,9.24,0,5.6,1,0,1,Low Risk,1
STU-0814,78,3.0,40,40,7.57,56,5.8,1,1,1,Medium Risk,0
STU-0815,95,1.5,65,44,6.32,31,5.2,1,1,1,Medium Risk,0
STU-0816,45,3.4,100,56,6.92,61,7.7,1,1,1,Low Risk,1
STU-0817,80,0.9,24,90,7.04,19,7.3,1,1,1,Medium Risk,0
STU-0818,92,1.3,43,65,5.4,62,6.8,1,0,1,Medium Risk,0
STU-0819,76,7.5,100,40,8.16,49,8.2,1,1,1,Low Risk,1
STU-0820,96,1.0,100,90,7.92,97,8.8,0,1,1,Low Risk,1
STU-0821,64,1.9,67,79,10.0,95,4.7,1,1,1,Low Risk,1
STU-0822,100,6.6,39,75,9.51,79,6.1,1,1,1,Low Risk,1
STU-0823,100,3.7,100,79,5.63,51,8.2,0,0,0,Low Risk,1
STU-0824,67,0.5,100,100,8.64,100,6.3,1,0,1,Low Risk,1
STU-0825,66,0.5,86,100,5.1,21,5.8,1,1,1,Low Risk,1
STU-0826,100,0.5,49,51,8.39,24,8.5,1,0,0,Medium Risk,0
STU-0827,100,3.0,68,97,5.97,57,5.1,1,1,1,Low Risk,1
STU-0828,64,1.8,65,72,4.95,100,6.5,1,0,0,Medium Risk,0
STU-0829,66,0.5,78,74,7.56,54,7.5,0,0,1,Low Risk,1
STU-0830,69,9.5,100,31,1.65,55,6.1,1,1,1,Low Risk,1
STU-0831,48,2.3,91,61,3.5,23,8.2,1,0,0,Medium Risk,0
STU-0832,56,0.8,43,48,6.65,83,6.1,1,1,1,Medium Risk,0
STU-0833,54,2.1,100,81,7.16,83,9.1,1,1,1,Low Risk,1
STU-0834,59,3.4,77,86,6.26,79,6.8,1,1,1,Low Risk,1
STU-0835,74,0.5,87,23,3.84,44,8.0,1,1,0,Medium Risk,0
STU-0836,79,1.0,100,64,5.36,42,8.1,1,0,1,Low Risk,1
STU-0837,100,4.9,42,87,7.78,27,6.1,1,1,1,Low Risk,1
STU-0838,55,1.8,69,61,8.16,62,3.9,1,1,1,Medium Risk,0
STU-0839,94,2.4,56,79,6.97,32,7.5,0,1,0,Medium Risk,0
STU-0840,70,1.7,30,72,9.31,30,7.1,1,1,1,Medium Risk,0
STU-0841,74,0.5,78,71,7.79,49,7.8,0,1,0,Low Risk,1
STU-0842,88,0.5,100,59,5.51,47,6.7,1,1,1,Low Risk,1
STU-0843,52,1.8,23,40,6.44,46,6.4,1,1,1,Medium Risk,0
STU-0844,82,0.7,69,42,4.19,71,10.0,1,0,0,Medium Risk,0
STU-0845,78,0.5,86,79,6.78,61,4.8,0,0,1,Low Risk,1
STU-0846,84,5.6,73,65,9.22,52,8.1,1,1,0,Low Risk,1
STU-0847,80,11.9,67,62,8.37,64,6.1,1,0,1,Low Risk,1
STU-0848,100,4.7,37,56,9.8,35,6.5,1,0,1,Medium Risk,0
STU-0849,62,5.8,75,58,6.39,62,6.5,1,0,1,Low Risk,1
STU-0850,64,0.8,51,85,9.69,63,5.8,1,1,1,Low Risk,1
STU-0851,62,9.7,15,58,6.61,22,7.9,1,1,1,Low Risk,1
STU-0852,63,0.7,99,38,9.94,84,9.1,1,1,1,Low Risk,1
STU-0853,62,9.1,93,79,6.96,37,7.7,1,1,1,Low Risk,1
STU-0854,98,12.0,71,60,8.41,62,7.2,1,1,0,Low Risk,1
STU-0855,100,3.7,75,65,9.95,89,5.5,1,1,1,Low Risk,1
STU-0856,63,11.9,96,97,6.61,83,7.8,1,1,1,Low Risk,1
STU-0857,58,2.5,75,64,7.44,60,10.2,1,1,0,Medium Risk,0
STU-0858,84,0.9,92,70,9.58,50,6.4,1,1,0,Low Risk,1
STU-0859,63,1.7,62,41,6.73,83,6.4,1,1,0,Medium Risk,0
STU-0860,87,2.7,100,60,4.36,76,6.2,0,1,0,Medium Risk,0
STU-0861,79,0.5,78,77,10.0,44,6.3,1,1,0,Low Risk,1
STU-0862,44,2.9,74,33,6.06,40,3.0,1,1,1,Medium Risk,0
STU-0863,100,11.9,38,69,7.32,8,7.6,1,1,1,Low Risk,1
STU-0864,100,0.6,77,67,9.31,63,5.7,1,1,1,Low Risk,1
STU-0865,62,4.7,49,65,5.78,57,4.6,1,1,0,Low Risk,1
STU-0866,67,7.2,54,85,4.98,88,8.1,0,1,1,Low Risk,1
STU-0867,80,8.6,49,71,7.51,68,5.4,1,1,1,Low Risk,1
STU-0868,81,9.7,43,94,3.41,93,6.5,1,1,1,Low Risk,1
STU-0869,88,2.2,100,45,6.42,42,9.2,1,1,1,Low Risk,1
STU-0870,100,11.4,100,67,7.49,88,4.9,1,1,0,Low Risk,1
STU-0871,71,4.2,100,66,6.46,46,4.7,1,1,1,Low Risk,1
STU-0872,59,0.5,39,43,3.91,79,7.4,1,1,1,High Risk,0
STU-0873,47,1.9,71,84,10.0,23,8.7,1,1,0,Medium Risk,0
STU-0874,60,3.8,37,100,7.21,65,4.6,1,1,0,Low Risk,1
STU-0875,74,0.9,52,64,9.86,10,7.6,1,1,0,Low Risk,1
STU-0876,100,3.1,47,75,6.48,53,7.9,1,0,0,Low Risk,1
STU-0877,64,3.3,100,66,5.24,71,3.9,1,1,0,Low Risk,1
STU-0878,79,0.5,60,50,7.54,46,8.2,1,1,1,Low Risk,1
STU-0879,74,2.5,96,28,6.57,33,8.3,1,1,1,Medium Risk,0
STU-0880,98,4.4,85,50,4.64,81,6.5,0,1,1,Low Risk,1
STU-0881,100,2.1,100,37,9.94,57,8.9,1,0,1,Medium Risk,0
STU-0882,64,0.5,33,99,5.76,47,8.7,1,1,1,Low Risk,1
STU-0883,65,0.5,100,62,3.32,61,7.2,1,1,1,Low Risk,1
STU-0884,95,1.3,98,58,9.66,100,6.3,0,0,1,Low Risk,1
STU-0885,88,7.8,45,82,5.99,88,5.5,1,1,0,Low Risk,1
STU-0886,100,0.8,95,42,5.78,89,6.9,1,1,1,Low Risk,1
STU-0887,86,3.0,78,49,3.47,70,7.9,1,1,1,Low Risk,1
STU-0888,67,0.8,64,66,10.0,64,6.5,0,0,0,Low Risk,1
STU-0889,86,1.2,49,85,4.42,0,3.7,1,1,1,Medium Risk,0
STU-0890,97,5.7,52,75,7.12,43,8.9,0,1,1,Low Risk,1
STU-0891,91,3.9,100,69,8.83,47,7.3,1,0,1,Low Risk,1
STU-0892,85,0.5,70,66,7.84,13,6.4,1,0,0,Medium Risk,0
STU-0893,96,1.7,89,73,6.88,31,8.3,1,0,1,Low Risk,1
STU-0894,98,0.5,50,69,3.6,10,9.3,1,1,0,Medium Risk,0
STU-0895,100,2.0,50,44,5.38,59,3.0,1,0,0,Medium Risk,0
STU-0896,87,3.3,97,65,7.38,80,7.7,1,0,0,Low Risk,1
STU-0897,71,0.5,36,43,5.43,87,4.9,1,1,1,Medium Risk,0
STU-0898,77,1.0,59,66,7.41,70,7.7,0,1,1,Low Risk,1
STU-0899,99,1.5,70,55,8.36,35,7.2,1,1,0,Low Risk,1
STU-0900,58,7.6,72,100,8.93,11,8.0,1,1,1,Low Risk,1
STU-0901,82,12.0,65,64,4.55,16,6.3,1,0,0,Medium Risk,0
STU-0902,67,0.5,79,36,10.0,28,4.2,1,1,0,Medium Risk,0
STU-0903,75,4.3,87,62,8.53,37,6.3,1,0,1,Low Risk,1
STU-0904,100,1.4,88,75,7.0,56,7.6,1,1,0,Low Risk,1
STU-0905,78,1.5,45,98,9.18,34,8.5,1,1,1,Medium Risk,0
STU-0906,75,4.2,62,53,10.0,68,5.2,0,0,0,Low Risk,1
STU-0907,47,7.5,99,33,4.12,54,8.5,0,1,0,Medium Risk,0
STU-0908,89,9.0,92,81,6.55,60,6.0,1,1,1,Low Risk,1
STU-0909,87,2.6,35,37,2.24,88,7.5,1,0,1,Medium Risk,0
STU-0910,100,1.3,78,56,7.39,30,6.2,0,1,0,Medium Risk,0
STU-0911,68,4.6,20,59,7.73,70,7.3,1,1,1,Low Risk,1
STU-0912,79,0.9,71,63,6.92,59,8.3,1,1,1,Low Risk,1
STU-0913,79,2.5,100,78,5.69,51,5.2,1,1,1,Low Risk,1
STU-0914,100,1.3,46,51,2.9,82,6.0,1,1,0,Medium Risk,0
STU-0915,73,3.2,49,59,7.75,81,7.3,1,0,1,Low Risk,1
STU-0916,80,0.8,89,64,9.91,36,10.6,1,0,1,Low Risk,1
STU-0917,87,0.6,31,67,5.82,55,5.7,1,1,0,Medium Risk,0
STU-0918,78,7.5,54,66,7.88,67,10.1,1,0,1,Low Risk,1
STU-0919,66,0.5,84,73,3.86,53,10.0,0,1,1,Low Risk,1
STU-0920,78,2.1,54,81,7.91,74,6.9,1,1,1,Low Risk,1
STU-0921,96,0.7,64,72,6.21,67,6.6,1,0,1,Low Risk,1
STU-0922,54,0.5,88,74,5.48,100,6.0,1,0,1,Medium Risk,0
STU-0923,77,0.5,80,33,5.48,21,6.9,1,1,1,Medium Risk,0
STU-0924,60,0.6,76,66,6.21,56,4.9,0,1,1,Low Risk,1
STU-0925,98,6.0,61,74,7.76,37,6.9,1,1,1,Low Risk,1
STU-0926,44,1.0,79,79,4.38,75,9.2,1,1,1,Medium Risk,0
STU-0927,63,9.0,66,51,6.21,19,6.1,1,0,0,Low Risk,1
STU-0928,82,2.6,81,51,6.92,68,6.6,0,1,0,Low Risk,1
STU-0929,100,1.7,57,53,4.8,44,4.4,0,0,1,Medium Risk,0
STU-0930,73,2.6,65,75,10.0,41,7.6,1,1,0,Low Risk,1
STU-0931,63,2.2,45,85,5.29,23,7.4,1,1,1,Medium Risk,0
STU-0932,100,4.3,69,56,5.66,48,7.1,0,1,1,Low Risk,1
STU-0933,46,1.0,49,83,5.04,87,6.7,1,1,1,Medium Risk,0
STU-0934,31,1.3,42,67,10.0,59,6.6,1,1,1,Medium Risk,0
STU-0935,83,6.7,76,62,8.11,75,7.8,0,1,1,Low Risk,1
STU-0936,64,8.8,75,60,5.13,100,7.0,1,1,0,Low Risk,1
STU-0937,54,6.7,89,79,9.21,66,7.5,1,1,1,Low Risk,1
STU-0938,89,1.6,59,71,7.4,46,7.3,1,1,0,Low Risk,1
STU-0939,79,4.5,80,100,7.51,71,8.7,1,1,0,Low Risk,1
STU-0940,63,1.9,83,47,6.31,46,8.0,1,0,0,Medium Risk,0
STU-0941,49,2.1,81,75,5.5,47,7.3,1,0,0,Medium Risk,0
STU-0942,92,0.7,49,54,7.68,22,9.3,1,0,0,Medium Risk,0
STU-0943,88,2.7,73,47,5.91,83,7.6,1,1,0,Medium Risk,0
STU-0944,73,0.6,79,64,10.0,50,9.0,1,0,1,Low Risk,1
STU-0945,100,1.2,70,67,4.46,64,7.9,1,1,1,Low Risk,1
STU-0946,53,5.8,17,100,10.0,34,4.2,1,1,0,Medium Risk,0
STU-0947,44,0.7,74,61,6.78,70,9.0,1,0,0,Medium Risk,0
STU-0948,61,0.5,100,42,7.6,40,7.2,1,1,1,Low Risk,1
STU-0949,74,0.5,60,70,8.67,56,6.9,1,0,1,Low Risk,1
STU-0950,79,8.5,51,23,5.74,81,7.4,1,1,1,Low Risk,1
STU-0951,70,2.1,79,63,8.73,79,6.5,1,1,0,Low Risk,1
STU-0952,82,1.6,77,65,1.58,59,7.3,1,1,1,Low Risk,1
STU-0953,49,5.0,99,80,5.56,15,6.1,1,0,1,Medium Risk,0
STU-0954,100,5.4,38,84,5.15,100,8.9,0,1,1,Low Risk,1
STU-0955,73,1.2,88,54,4.49,100,6.8,1,1,0,Low Risk,1
STU-0956,97,3.5,84,61,6.57,78,6.4,1,1,0,Low Risk,1
STU-0957,81,4.4,66,49,7.77,41,5.6,1,1,0,Low Risk,1
STU-0958,84,3.2,78,42,8.41,57,7.4,1,0,0,Low Risk,1
STU-0959,86,0.5,95,71,7.48,46,7.3,1,1,1,Low Risk,1
STU-0960,83,6.3,91,39,5.67,91,7.6,1,1,1,Low Risk,1
STU-0961,87,2.3,41,56,7.74,66,5.5,1,0,1,Medium Risk,0
STU-0962,100,1.0,90,45,7.25,40,4.6,0,1,1,Medium Risk,0
STU-0963,78,1.7,68,75,8.87,48,7.9,1,1,1,Low Risk,1
STU-0964,89,0.5,71,100,8.55,88,9.2,1,1,0,Low Risk,1
STU-0965,73,0.5,71,38,7.06,100,5.5,1,0,1,Medium Risk,0
STU-0966,100,4.4,66,27,5.21,98,9.4,0,0,1,Low Risk,1
STU-0967,61,0.5,99,62,5.69,78,7.4,1,1,0,Low Risk,1
STU-0968,100,1.6,67,65,5.9,53,7.0,1,1,0,Low Risk,1
STU-0969,74,2.2,42,69,6.37,0,6.4,1,0,1,Medium Risk,0
STU-0970,46,0.5,60,56,7.54,67,4.9,1,1,1,Medium Risk,0
STU-0971,77,10.8,74,60,8.43,59,8.5,1,0,0,Low Risk,1
STU-0972,61,0.8,100,72,6.9,63,5.8,1,1,1,Low Risk,1
STU-0973,91,1.1,85,85,7.03,61,5.8,1,1,1,Low Risk,1
STU-0974,61,1.1,48,25,7.29,26,8.5,1,1,1,Medium Risk,0
STU-0975,66,0.8,100,57,5.97,73,4.2,1,1,0,Low Risk,1
STU-0976,37,0.5,76,69,5.15,75,4.7,0,1,0,Medium Risk,0
STU-0977,65,3.9,100,46,3.49,77,7.0,1,1,1,Low Risk,1
STU-0978,26,10.2,66,99,5.61,83,7.4,0,1,1,Low Risk,1
STU-0979,43,0.8,83,52,7.95,75,7.7,1,1,0,Medium Risk,0
STU-0980,90,3.3,90,64,5.59,49,6.5,1,0,0,Low Risk,1
STU-0981,90,4.1,100,76,6.52,58,10.8,1,1,0,Low Risk,1
STU-0982,83,5.7,96,53,7.93,62,6.7,1,0,0,Low Risk,1
STU-0983,55,1.6,91,28,8.04,62,6.7,1,1,1,Medium Risk,0
STU-0984,74,1.1,62,56,4.84,84,5.8,1,0,1,Low Risk,1
STU-0985,74,1.2,55,85,8.99,76,7.2,1,1,0,Low Risk,1
STU-0986,51,3.7,78,58,9.25,100,7.9,0,0,0,Medium Risk,0
STU-0987,100,5.1,93,48,4.74,100,8.8,1,1,1,Low Risk,1
STU-0988,92,0.6,64,83,5.35,61,4.8,1,1,0,Low Risk,1
STU-0989,70,1.4,96,58,9.38,0,6.6,1,1,1,Low Risk,1
STU-0990,75,7.0,100,54,6.71,90,7.7,0,1,1,Low Risk,1
STU-0991,79,4.9,47,67,2.56,46,7.9,1,1,1,Low Risk,1
STU-0992,34,12.0,49,80,4.2,39,7.0,1,1,0,Medium Risk,0
STU-0993,70,4.2,66,100,6.5,50,7.8,1,1,0,Low Risk,1
STU-0994,61,1.5,77,81,4.67,48,5.8,1,1,1,Low Risk,1
STU-0995,54,2.7,56,88,6.17,75,9.3,1,0,1,Medium Risk,0
STU-0996,69,3.2,100,54,7.06,21,8.5,1,1,0,Low Risk,1
STU-0997,100,0.5,80,44,9.92,33,5.0,1,1,1,Medium Risk,0
STU-0998,87,2.4,70,66,6.42,68,5.4,1,1,1,Low Risk,1
STU-0999,63,3.7,34,67,9.15,75,5.4,1,1,1,Low Risk,1
STU-1000,86,0.5,37,43,9.86,76,8.0,0,1,0,Medium Risk,0
STU-1001,100,4.6,77,61,9.87,40,5.1,1,0,1,Low Risk,1
STU-1002,93,2.6,16,72,7.57,35,6.5,0,1,1,Medium Risk,0
STU-1003,76,9.1,95,72,3.07,47,7.7,1,1,0,Low Risk,1
STU-1004,62,0.5,66,75,7.92,65,6.9,1,1,1,Low Risk,1
STU-1005,88,0.9,100,70,9.1,97,7.4,0,1,0,Low Risk,1
STU-1006,82,2.8,100,54,6.84,8,5.4,0,0,0,Medium Risk,0
STU-1007,92,1.1,65,54,10.0,54,7.9,1,1,0,Low Risk,1
STU-1008,87,3.8,67,41,8.72,26,6.1,1,0,1,Medium Risk,0
STU-1009,95,4.3,94,100,8.14,18,6.5,1,1,1,Low Risk,1
STU-1010,64,0.5,100,65,9.17,84,7.4,1,1,0,Low Risk,1
STU-1011,100,2.2,29,60,7.67,73,7.2,0,1,0,Medium Risk,0
STU-1012,78,2.1,25,46,2.01,71,7.0,1,1,0,Medium Risk,0
STU-1013,100,1.4,54,100,6.0,83,5.9,1,1,0,Low Risk,1
STU-1014,61,8.1,84,43,9.39,48,6.6,1,0,1,Low Risk,1
STU-1015,100,5.3,82,56,5.38,49,7.0,1,1,0,Low Risk,1
STU-1016,78,3.6,96,73,6.55,100,4.9,1,0,0,Low Risk,1
STU-1017,61,3.8,40,77,4.91,53,6.3,1,1,1,Low Risk,1
STU-1018,65,1.9,12,84,10.0,78,7.6,1,0,1,Medium Risk,0
STU-1019,68,7.6,91,100,10.0,60,5.1,1,1,1,Low Risk,1
STU-1020,83,3.6,49,75,5.23,13,8.7,1,0,0,Medium Risk,0
STU-1021,85,3.9,19,43,7.29,8,8.9,0,1,0,Medium Risk,0
STU-1022,63,5.9,73,59,5.64,45,5.1,1,1,1,Low Risk,1
STU-1023,74,1.0,89,71,8.23,86,9.0,1,1,0,Low Risk,1
STU-1024,100,4.9,66,100,8.02,79,6.8,1,1,0,Low Risk,1
STU-1025,100,0.7,58,37,8.62,82,7.6,0,1,1,Medium Risk,0
STU-1026,83,1.3,66,89,7.66,35,6.3,1,1,1,Low Risk,1
STU-1027,75,1.2,60,68,10.0,100,8.4,1,1,0,Low Risk,1
STU-1028,77,11.5,36,81,4.94,35,7.6,1,1,0,Medium Risk,0
STU-1029,87,5.8,52,62,3.58,65,5.8,1,1,1,Low Risk,1
STU-1030,54,3.6,83,48,6.21,59,5.3,1,0,0,Medium Risk,0
STU-1031,69,3.9,78,80,3.86,55,4.8,1,1,1,Low Risk,1
STU-1032,41,2.5,74,78,4.02,93,7.3,1,1,1,Medium Risk,0
